GEO_ID,FIPS_State,FIPS_County,NAME,County,State,Stabr,Population_2019,Unemployment rate 2019,Percent w/o Health insurance,"MOE, % w/o health ins.",Poverty Rate (%),"MOE, Poverty Rate (%)",Percent received SNAP (2018),MOE SNAP,Percent with no home computer (2018),MOE No Computer,Percent with no home Internet (2018),MOE no Internet,Percent with home Broadband (2018),MOE Broadband,Number of Broadband providers (2019),"Population for whom broadband available, 2019 (%)","Lowest broadband cost per month, 2019 ($)"
0500000US31001,31,001,"Adams County, Nebraska",Adams,Nebraska,NE,31363,3.2     ,7.1     ,1.1     ,13.0     ,1.8     ,10.5,1.3,13.0,1.7,20.6,1.7,78.5,1.7,7,98.7,71.99
0500000US31003,31,003,"Antelope County, Nebraska",Antelope,Nebraska,NE,6298,2.6     ,6.6     ,1.5     ,12.6     ,2.2     ,8.3,1.9,18.4,2.3,27.1,2.7,72.0,2.8,4,86.8,56.25
0500000US31005,31,005,"Arthur County, Nebraska",Arthur,Nebraska,NE,463,5.4     ,10.3     ,4.3     ,10.3     ,3.8     ,2.6,4.5,18.1,6.4,26.9,6.1,71.5,6.1,5,94.9,56.66
0500000US31007,31,007,"Banner County, Nebraska",Banner,Nebraska,NE,745,3.7     ,5.9     ,3.7     ,9.7     ,5.5     ,5.7,4.0,11.5,5.4,21.1,8.2,74.9,8.1,3,86.5,69.99
0500000US31009,31,009,"Blaine County, Nebraska",Blaine,Nebraska,NE,465,5.0     ,6.7     ,3.7     ,12.5     ,7.3     ,3.2,3.5,11.5,6.0,20.6,7.9,79.4,7.9,4,93.3,60.99
0500000US31011,31,011,"Boone County, Nebraska",Boone,Nebraska,NE,5192,2.7     ,5.6     ,1.2     ,6.1     ,1.8     ,4.5,1.4,15.7,2.7,20.3,2.6,78.8,2.6,4,77.6,61.66
0500000US31013,31,013,"Box Butte County, Nebraska",Box Butte,Nebraska,NE,10783,3.2     ,7.6     ,1.7     ,11.9     ,2.9     ,9.0,2.5,15.2,3.3,22.6,4.0,77.0,4.0,6,89.0,49.99
0500000US31015,31,015,"Boyd County, Nebraska",Boyd,Nebraska,NE,1919,3.3     ,13.1     ,5.4     ,10.6     ,2.7     ,5.6,1.9,22.3,3.8,30.7,4.3,69.2,4.3,4,81.5,69.99
0500000US31017,31,017,"Brown County, Nebraska",Brown,Nebraska,NE,2955,3.5     ,10.8     ,4.5     ,15.2     ,5.2     ,3.6,1.6,19.6,4.8,27.5,5.2,71.5,5.2,4,73.1,63.31
0500000US31019,31,019,"Buffalo County, Nebraska",Buffalo,Nebraska,NE,49659,2.6     ,8.4     ,0.9     ,14.1     ,1.4     ,8.1,1.2,9.9,1.3,17.3,1.8,82.3,1.8,8,93.9,57.98
0500000US31021,31,021,"Burt County, Nebraska",Burt,Nebraska,NE,6459,3.4     ,9.3     ,1.7     ,11.7     ,2.3     ,8.2,2.1,20.8,2.7,31.0,3.2,68.5,3.1,5,99.0,56.99
0500000US31023,31,023,"Butler County, Nebraska",Butler,Nebraska,NE,8016,2.6     ,4.8     ,1.2     ,7.5     ,2.0     ,7.1,2.1,17.2,2.4,23.9,3.0,74.3,2.8,7,96.7,58.99
0500000US31025,31,025,"Cass County, Nebraska",Cass,Nebraska,NE,26248,3.3     ,6.1     ,1.0     ,6.4     ,1.2     ,5.6,1.1,8.4,1.2,17.0,2.0,82.3,2.0,9,99.5,68.40
0500000US31027,31,027,"Cedar County, Nebraska",Cedar,Nebraska,NE,8402,2.5     ,5.9     ,1.7     ,9.1     ,2.6     ,5.0,1.4,16.2,1.9,21.1,2.2,78.5,2.2,7,97.6,58.00
0500000US31029,31,029,"Chase County, Nebraska",Chase,Nebraska,NE,3924,2.3     ,8.5     ,3.4     ,8.4     ,3.0     ,3.6,1.5,12.6,2.9,18.7,4.6,81.3,4.6,4,98.0,69.99
0500000US31031,31,031,"Cherry County, Nebraska",Cherry,Nebraska,NE,5689,2.4     ,6.9     ,2.0     ,10.5     ,3.5     ,8.6,3.2,18.4,3.8,23.3,3.9,76.3,3.9,5,99.9,69.99
0500000US31033,31,033,"Cheyenne County, Nebraska",Cheyenne,Nebraska,NE,8910,3.7     ,7.3     ,2.0     ,10.0     ,2.7     ,8.7,2.5,13.6,2.8,24.5,3.5,74.9,3.5,5,55.3,69.99
0500000US31035,31,035,"Clay County, Nebraska",Clay,Nebraska,NE,6203,3.2     ,9.9     ,1.6     ,11.4     ,2.2     ,6.9,1.5,12.9,2.1,22.7,2.2,76.1,2.2,6,99.0,63.33
0500000US31037,31,037,"Colfax County, Nebraska",Colfax,Nebraska,NE,10709,2.7     ,11.7     ,4.0     ,12.4     ,4.9     ,8.3,3.6,18.1,3.2,26.1,3.6,73.1,3.6,9,82.7,69.39
0500000US31039,31,039,"Cuming County, Nebraska",Cuming,Nebraska,NE,8846,2.7     ,7.6     ,2.0     ,7.0     ,2.2     ,5.3,1.9,19.2,2.5,31.5,4.0,66.6,4.1,3,73.9,59.63
0500000US31041,31,041,"Custer County, Nebraska",Custer,Nebraska,NE,10777,2.4     ,9.4     ,1.9     ,11.2     ,2.3     ,7.4,1.9,16.1,2.0,28.6,3.1,70.2,3.1,3,92.8,59.99
0500000US31043,31,043,"Dakota County, Nebraska",Dakota,Nebraska,NE,20026,3.9     ,14.2     ,3.0     ,16.6     ,3.5     ,12.9,2.9,11.1,2.6,24.2,3.1,75.3,3.1,2,61.6,42.95
0500000US31045,31,045,"Dawes County, Nebraska",Dawes,Nebraska,NE,8589,2.9     ,10.7     ,3.8     ,14.4     ,3.8     ,6.6,3.0,14.6,5.0,21.6,4.8,77.8,4.9,5,95.2,63.33
0500000US31047,31,047,"Dawson County, Nebraska",Dawson,Nebraska,NE,23595,3.0     ,11.0     ,1.9     ,13.1     ,2.5     ,9.3,1.8,13.4,1.8,22.9,2.3,76.5,2.4,7,82.4,59.97
0500000US31049,31,049,"Deuel County, Nebraska",Deuel,Nebraska,NE,1794,2.9     ,14.6     ,3.1     ,10.2     ,4.0     ,10.0,3.4,14.3,3.2,28.6,4.3,70.5,4.4,6,94.8,52.49
0500000US31051,31,051,"Dixon County, Nebraska",Dixon,Nebraska,NE,5636,3.1     ,6.3     ,1.5     ,12.5     ,3.4     ,7.2,1.9,15.1,2.4,26.6,2.8,72.7,2.8,6,99.6,64.97
0500000US31053,31,053,"Dodge County, Nebraska",Dodge,Nebraska,NE,36565,2.9     ,9.9     ,1.1     ,13.7     ,1.9     ,11.3,1.7,13.2,1.3,23.5,2.1,75.7,2.0,7,98.6,67.99
0500000US31055,31,055,"Douglas County, Nebraska",Douglas,Nebraska,NE,571327,3.3     ,9.6     ,0.3     ,12.7     ,0.5     ,10.3,0.4,11.0,0.4,16.8,0.4,82.8,0.4,5,99.5,69.99
0500000US31057,31,057,"Dundy County, Nebraska",Dundy,Nebraska,NE,1693,2.6     ,19.3     ,9.2     ,10.3     ,3.9     ,8.7,3.8,17.7,4.9,28.6,5.4,71.1,5.3,11,99.6,61.31
0500000US31059,31,059,"Fillmore County, Nebraska",Fillmore,Nebraska,NE,5462,2.6     ,7.9     ,2.1     ,10.0     ,2.0     ,7.7,2.1,17.2,2.8,25.9,2.9,72.9,3.1,4,99.4,59.99
0500000US31061,31,061,"Franklin County, Nebraska",Franklin,Nebraska,NE,2979,3.4     ,4.7     ,1.4     ,13.8     ,3.0     ,8.5,2.0,17.7,3.0,27.8,3.5,71.2,3.4,3,65.2,63.31
0500000US31063,31,063,"Frontier County, Nebraska",Frontier,Nebraska,NE,2627,3.3     ,8.2     ,1.8     ,10.3     ,2.8     ,5.9,2.1,20.6,4.3,31.0,5.2,68.3,5.3,5,99.2,60.00
0500000US31065,31,065,"Furnas County, Nebraska",Furnas,Nebraska,NE,4676,2.8     ,6.8     ,1.6     ,10.9     ,2.2     ,7.9,2.1,19.3,2.9,26.6,3.1,73.1,3.1,5,89.1,52.49
0500000US31067,31,067,"Gage County, Nebraska",Gage,Nebraska,NE,21513,3.6     ,4.8     ,1.0     ,9.8     ,1.7     ,9.8,1.9,16.0,1.8,22.3,2.1,76.2,2.1,11,100.0,56.66
0500000US31069,31,069,"Garden County, Nebraska",Garden,Nebraska,NE,1837,2.9     ,8.1     ,3.1     ,9.1     ,3.1     ,6.8,3.0,11.8,3.7,27.1,5.8,72.2,6.0,6,87.6,63.33
0500000US31071,31,071,"Garfield County, Nebraska",Garfield,Nebraska,NE,1969,2.7     ,3.8     ,1.9     ,7.5     ,3.5     ,6.5,3.4,22.8,5.5,39.6,6.7,60.4,6.7,5,99.8,63.33
0500000US31073,31,073,"Gosper County, Nebraska",Gosper,Nebraska,NE,1990,2.6     ,4.0     ,1.9     ,5.1     ,2.5     ,3.1,1.9,15.2,3.6,20.6,3.9,78.8,3.9,3,62.5,69.99
0500000US31075,31,075,"Grant County, Nebraska",Grant,Nebraska,NE,623,2.8     ,14.7     ,6.8     ,19.9     ,6.5     ,3.4,1.8,16.0,4.8,27.6,8.0,72.0,7.6,1,52.9,59.99
0500000US31077,31,077,"Greeley County, Nebraska",Greeley,Nebraska,NE,2356,2.9     ,5.8     ,1.6     ,9.5     ,2.6     ,3.3,1.5,16.9,2.5,30.9,3.5,67.8,3.7,5,87.3,63.33
0500000US31079,31,079,"Hall County, Nebraska",Hall,Nebraska,NE,61353,3.5     ,13.1     ,1.5     ,13.0     ,1.5     ,12.1,1.5,14.3,1.5,20.7,1.8,78.4,1.8,4,39.0,54.99
0500000US31081,31,081,"Hamilton County, Nebraska",Hamilton,Nebraska,NE,9324,3.0     ,6.0     ,1.6     ,4.9     ,1.5     ,4.2,1.8,8.8,1.8,14.5,2.5,84.5,2.5,10,99.8,66.59
0500000US31083,31,083,"Harlan County, Nebraska",Harlan,Nebraska,NE,3380,2.8     ,7.7     ,2.9     ,11.2     ,3.7     ,5.5,2.1,14.7,3.2,22.5,3.4,76.5,3.6,6,85.7,52.49
0500000US31085,31,085,"Hayes County, Nebraska",Hayes,Nebraska,NE,922,2.4     ,10.5     ,3.6     ,12.4     ,3.9     ,4.6,2.6,16.0,5.9,22.8,6.3,76.5,6.3,8,96.4,85.99
0500000US31087,31,087,"Hitchcock County, Nebraska",Hitchcock,Nebraska,NE,2762,3.4     ,12.8     ,2.7     ,12.7     ,3.8     ,8.9,3.0,20.5,3.8,29.3,4.3,68.0,4.3,4,80.7,63.33
0500000US31089,31,089,"Holt County, Nebraska",Holt,Nebraska,NE,10067,2.6     ,6.5     ,1.6     ,8.4     ,2.1     ,2.9,0.9,15.2,2.3,27.8,3.3,71.0,3.3,7,92.3,61.65
0500000US31091,31,091,"Hooker County, Nebraska",Hooker,Nebraska,NE,682,3.1     ,7.5     ,4.4     ,17.0     ,6.2     ,4.7,4.9,24.1,7.8,32.3,9.0,67.7,9.0,6,81.4,69.99
0500000US31093,31,093,"Howard County, Nebraska",Howard,Nebraska,NE,6445,3.5     ,5.8     ,2.2     ,10.5     ,3.5     ,7.4,2.5,15.5,2.5,25.7,3.1,72.6,3.1,6,91.2,69.99
0500000US31095,31,095,"Jefferson County, Nebraska",Jefferson,Nebraska,NE,7046,2.7     ,5.7     ,1.4     ,12.0     ,2.5     ,9.7,1.8,19.7,3.6,27.3,3.7,71.4,3.7,3,22.8,45.00
0500000US31097,31,097,"Johnson County, Nebraska",Johnson,Nebraska,NE,5071,3.5     ,7.0     ,1.8     ,9.4     ,2.4     ,8.5,2.1,19.9,2.9,27.3,3.5,71.8,3.5,11,98.0,59.00
0500000US31099,31,099,"Kearney County, Nebraska",Kearney,Nebraska,NE,6495,2.3     ,6.4     ,1.7     ,10.6     ,3.3     ,6.4,2.5,15.0,3.1,21.4,3.2,77.9,3.3,3,35.5,68.31
0500000US31101,31,101,"Keith County, Nebraska",Keith,Nebraska,NE,8034,3.2     ,8.6     ,1.8     ,11.7     ,2.6     ,6.9,1.9,15.0,2.5,19.2,2.6,80.3,2.6,7,95.3,68.40
0500000US31103,31,103,"Keya Paha County, Nebraska",Keya Paha,Nebraska,NE,806,2.5     ,5.2     ,3.0     ,6.1     ,3.4     ,1.5,2.1,16.9,6.4,22.4,7.1,76.4,7.2,6,60.8,52.49
0500000US31105,31,105,"Kimball County, Nebraska",Kimball,Nebraska,NE,3632,3.0     ,11.8     ,3.1     ,9.5     ,2.6     ,9.9,3.4,15.3,3.8,30.4,4.7,68.6,4.8,5,97.0,68.97
0500000US31107,31,107,"Knox County, Nebraska",Knox,Nebraska,NE,8332,3.0     ,9.2     ,1.8     ,10.9     ,1.8     ,7.3,1.4,17.9,2.2,26.9,2.3,71.7,2.4,4,89.4,54.99
0500000US31109,31,109,"Lancaster County, Nebraska",Lancaster,Nebraska,NE,319090,2.8     ,7.3     ,0.4     ,13.1     ,0.7     ,8.3,0.5,7.7,0.4,13.7,0.7,86.0,0.7,5,98.3,63.33
0500000US31111,31,111,"Lincoln County, Nebraska",Lincoln,Nebraska,NE,34914,3.5     ,9.5     ,1.5     ,12.2     ,1.7     ,10.9,1.6,12.8,1.9,21.4,2.2,77.9,2.1,3,58.0,74.95
0500000US31113,31,113,"Logan County, Nebraska",Logan,Nebraska,NE,748,3.0     ,6.5     ,2.8     ,7.9     ,3.3     ,3.8,3.6,16.7,5.3,29.6,6.6,70.1,6.4,2,52.2,59.98
0500000US31115,31,115,"Loup County, Nebraska",Loup,Nebraska,NE,664,4.0     ,3.8     ,2.2     ,8.2     ,4.5     ,1.1,1.2,14.7,6.3,31.2,9.0,68.8,9.0,6,81.9,34.99
0500000US31117,31,117,"McPherson County, Nebraska",Madison,Nebraska,NE,494,2.7     ,3.7     ,4.3     ,17.0     ,6.8     ,3.0,2.5,20.7,8.0,40.4,10.7,59.6,10.7,4,77.7,66.24
0500000US31119,31,119,"Madison County, Nebraska",McPherson,Nebraska,NE,35099,2.8     ,8.4     ,1.2     ,15.8     ,1.9     ,10.2,1.6,13.3,1.4,22.3,1.6,76.3,1.6,10,100.0,57.61
0500000US31121,31,121,"Merrick County, Nebraska",Merrick,Nebraska,NE,7755,3.2     ,7.4     ,2.0     ,10.6     ,2.6     ,7.5,2.7,18.4,3.7,27.0,4.0,71.4,4.1,3,90.2,65.00
0500000US31123,31,123,"Morrill County, Nebraska",Morrill,Nebraska,NE,4642,2.9     ,10.4     ,2.5     ,8.7     ,3.0     ,9.7,2.5,15.8,3.3,26.3,4.3,73.3,4.3,6,59.6,68.97
0500000US31125,31,125,"Nance County, Nebraska",Nance,Nebraska,NE,3519,3.0     ,7.3     ,3.1     ,11.3     ,3.2     ,10.6,3.7,18.8,3.5,24.7,4.1,74.9,4.1,8,91.1,68.97
0500000US31127,31,127,"Nemaha County, Nebraska",Nemaha,Nebraska,NE,6972,3.7     ,6.5     ,1.6     ,12.4     ,3.5     ,7.2,2.1,14.1,3.1,22.1,3.5,76.4,3.7,6,93.5,54.99
0500000US31129,31,129,"Nuckolls County, Nebraska",Nuckolls,Nebraska,NE,4148,2.7     ,6.9     ,1.9     ,12.2     ,3.3     ,7.5,1.8,17.6,3.0,26.1,3.9,72.3,3.9,5,99.9,63.33
0500000US31131,31,131,"Otoe County, Nebraska",Otoe,Nebraska,NE,16012,3.2     ,6.4     ,1.8     ,11.2     ,2.5     ,8.9,1.8,14.7,2.0,22.1,2.5,77.3,2.5,4,84.1,69.99
0500000US31133,31,133,"Pawnee County, Nebraska",Pawnee,Nebraska,NE,2613,2.9     ,12.1     ,2.9     ,15.6     ,4.3     ,6.7,2.0,26.2,4.9,31.3,4.7,67.3,4.6,5,99.0,69.99
0500000US31135,31,135,"Perkins County, Nebraska",Perkins,Nebraska,NE,2891,2.3     ,6.6     ,2.2     ,5.5     ,2.6     ,2.2,1.1,12.7,3.5,16.4,4.1,83.0,4.1,7,95.6,60.00
0500000US31137,31,137,"Phelps County, Nebraska",Phelps,Nebraska,NE,9034,2.6     ,4.1     ,1.3     ,8.8     ,2.9     ,6.3,2.5,12.0,2.8,22.1,3.4,77.4,3.4,6,87.0,52.49
0500000US31139,31,139,"Pierce County, Nebraska",Pierce,Nebraska,NE,7148,2.7     ,3.7     ,1.1     ,7.3     ,1.7     ,5.6,1.7,13.5,1.9,21.4,2.5,77.4,2.5,6,99.9,69.99
0500000US31141,31,141,"Platte County, Nebraska",Platte,Nebraska,NE,33470,2.9     ,8.8     ,1.3     ,8.3     ,1.8     ,5.7,1.4,13.9,1.8,21.9,2.1,77.2,2.1,6,79.7,63.33
0500000US31143,31,143,"Polk County, Nebraska",Polk,Nebraska,NE,5213,2.8     ,10.8     ,1.9     ,7.8     ,2.6     ,5.5,1.5,12.8,2.2,17.1,2.5,82.0,2.7,6,93.6,69.99
0500000US31145,31,145,"Red Willow County, Nebraska",Red Willow,Nebraska,NE,10724,2.8     ,7.3     ,1.7     ,9.7     ,2.7     ,6.2,1.7,15.0,3.4,25.4,3.8,74.1,3.8,5,87.2,69.99
0500000US31147,31,147,"Richardson County, Nebraska",Richardson,Nebraska,NE,7865,3.2     ,6.8     ,1.5     ,13.2     ,4.3     ,9.8,3.1,16.7,2.9,24.5,2.9,74.9,3.0,6,96.4,52.49
0500000US31149,31,149,"Rock County, Nebraska",Rock,Nebraska,NE,1357,3.1     ,13.0     ,4.6     ,7.4     ,2.6     ,4.0,2.0,18.2,4.2,28.6,5.4,70.3,5.5,6,73.6,58.33
0500000US31151,31,151,"Saline County, Nebraska",Saline,Nebraska,NE,14224,3.2     ,11.1     ,2.6     ,13.5     ,3.2     ,7.9,2.2,14.9,2.9,23.2,4.1,75.5,4.2,8,97.8,64.49
0500000US31153,31,153,"Sarpy County, Nebraska",Sarpy,Nebraska,NE,187196,2.9     ,5.7     ,0.5     ,5.4     ,0.5     ,5.2,0.6,5.3,0.5,9.8,0.7,89.9,0.7,7,94.0,58.75
0500000US31155,31,155,"Saunders County, Nebraska",Saunders,Nebraska,NE,21578,2.8     ,4.7     ,0.9     ,8.4     ,1.7     ,5.9,1.5,12.8,1.7,20.3,2.0,79.0,2.1,6,84.7,62.49
0500000US31157,31,157,"Scotts Bluff County, Nebraska",Scotts Bluff,Nebraska,NE,35618,3.7     ,11.5     ,1.4     ,13.4     ,1.8     ,11.7,1.6,14.4,1.7,24.1,2.0,75.2,2.0,4,97.0,63.33
0500000US31159,31,159,"Seward County, Nebraska",Seward,Nebraska,NE,17284,2.9     ,5.4     ,1.0     ,7.5     ,1.8     ,4.0,1.2,11.9,1.7,18.5,2.0,80.6,2.1,9,98.0,68.39
0500000US31161,31,161,"Sheridan County, Nebraska",Sheridan,Nebraska,NE,5246,2.8     ,13.5     ,2.6     ,18.0     ,4.1     ,11.4,2.9,22.5,3.4,30.9,3.8,67.4,4.1,5,75.1,65.00
0500000US31163,31,163,"Sherman County, Nebraska",Sherman,Nebraska,NE,3001,3.2     ,9.1     ,2.5     ,11.4     ,3.1     ,7.0,2.4,16.5,2.9,24.5,3.7,74.5,3.8,4,64.5,54.98
0500000US31165,31,165,"Sioux County, Nebraska",Sioux,Nebraska,NE,1166,2.8     ,8.3     ,3.6     ,10.7     ,4.3     ,5.4,3.7,18.8,6.0,31.4,6.8,67.9,6.7,4,90.3,65.00
0500000US31167,31,167,"Stanton County, Nebraska",Stanton,Nebraska,NE,5920,2.6     ,7.1     ,2.6     ,8.8     ,2.9     ,7.2,2.6,11.9,2.4,19.3,3.1,78.5,3.6,5,98.1,63.33
0500000US31169,31,169,"Thayer County, Nebraska",Thayer,Nebraska,NE,5003,2.7     ,4.8     ,1.1     ,8.4     ,1.6     ,9.5,2.4,18.4,2.9,24.4,3.3,74.5,3.3,8,96.8,54.98
0500000US31171,31,171,"Thomas County, Nebraska",Thomas,Nebraska,NE,722,3.5     ,7.1     ,3.4     ,10.7     ,5.3     ,0.0,6.6,14.7,5.7,17.8,5.9,82.2,5.9,5,98.5,57.47
0500000US31173,31,173,"Thurston County, Nebraska",Thurston,Nebraska,NE,7224,4.5     ,25.6     ,2.0     ,28.3     ,2.8     ,21.6,2.0,19.7,2.5,36.0,2.3,62.8,2.3,1,47.2,59.99
0500000US31175,31,175,"Valley County, Nebraska",Valley,Nebraska,NE,4158,3.2     ,9.5     ,2.8     ,10.6     ,2.8     ,7.0,2.4,19.1,3.2,28.1,3.5,71.9,3.5,3,83.9,57.47
0500000US31177,31,177,"Washington County, Nebraska",Washington,Nebraska,NE,20729,2.9     ,4.7     ,1.3     ,8.1     ,2.0     ,8.6,2.2,8.2,2.0,16.8,2.7,81.6,2.8,3,85.8,59.99
0500000US31179,31,179,"Wayne County, Nebraska",Wayne,Nebraska,NE,9385,2.6     ,3.6     ,1.3     ,14.2     ,3.3     ,3.4,2.1,9.1,2.5,14.9,3.9,84.9,3.9,4,98.8,63.98
0500000US31181,31,181,"Webster County, Nebraska",Webster,Nebraska,NE,3487,3.5     ,8.2     ,2.0     ,11.0     ,2.9     ,9.2,2.2,17.4,3.0,25.2,3.8,72.8,3.8,5,96.5,69.99
0500000US31183,31,183,"Wheeler County, Nebraska",Wheeler,Nebraska,NE,783,2.8     ,11.9     ,5.3     ,9.2     ,5.4     ,5.3,3.4,13.7,5.1,25.5,6.9,71.7,7.8,10,99.9,71.83
0500000US31185,31,185,"York County, Nebraska",York,Nebraska,NE,13679,2.7     ,6.8     ,1.6     ,10.1     ,2.0     ,6.2,1.8,13.7,2.3,19.4,2.1,79.4,2.2,3,71.8,69.99
0500000US32001,32,001,"Churchill County, Nevada",Carson City,Nevada,NV,24909,3.5     ,12.1     ,2.5     ,12.8     ,2.2     ,11.1,2.4,9.0,1.9,17.0,2.7,82.2,2.9,4,93.6,45.00
0500000US32003,32,003,"Clark County, Nevada",Churchill,Nevada,NV,2266715,4.0     ,12.5     ,0.2     ,14.1     ,0.3     ,13.0,0.2,8.6,0.2,18.5,0.4,81.0,0.4,4,97.9,58.00
0500000US32005,32,005,"Douglas County, Nevada",Clark,Nevada,NV,48905,3.9     ,9.7     ,1.2     ,9.3     ,1.6     ,7.0,1.0,7.9,1.1,13.1,1.5,86.0,1.5,7,96.8,56.25
0500000US32007,32,007,"Elko County, Nevada",Douglas,Nevada,NV,52778,3.0     ,9.9     ,1.1     ,11.9     ,1.7     ,6.1,1.2,7.9,1.1,17.1,1.8,82.5,1.8,5,99.3,56.00
0500000US32009,32,009,"Esmeralda County, Nevada",Elko,Nevada,NV,873,3.7     ,14.2     ,6.1     ,7.2     ,5.4     ,7.5,5.0,15.6,6.9,47.4,8.1,52.6,8.1,7,98.3,48.31
0500000US32011,32,011,"Eureka County, Nevada",Esmeralda,Nevada,NV,2029,2.4     ,9.6     ,5.5     ,7.7     ,4.9     ,4.1,4.7,15.5,9.0,22.4,10.5,77.6,10.5,4,99.3,59.99
0500000US32013,32,013,"Humboldt County, Nevada",Eureka,Nevada,NV,16831,2.9     ,13.2     ,2.7     ,11.5     ,2.0     ,6.3,2.0,13.4,2.3,21.8,3.0,77.8,3.0,3,91.2,65.00
0500000US32015,32,015,"Lander County, Nevada",Humboldt,Nevada,NV,5532,3.2     ,7.6     ,2.7     ,14.9     ,6.9     ,12.0,5.0,14.8,5.3,21.7,7.4,77.8,7.4,3,100.0,58.22
0500000US32017,32,017,"Lincoln County, Nevada",Lander,Nevada,NV,5183,4.0     ,7.2     ,3.5     ,6.8     ,3.2     ,8.5,4.2,17.7,7.0,23.6,7.8,75.9,7.9,7,92.1,53.38
0500000US32019,32,019,"Lyon County, Nevada",Lincoln,Nevada,NV,57510,4.7     ,8.8     ,1.2     ,11.6     ,1.8     ,12.4,1.7,10.8,1.5,17.3,1.8,82.4,1.8,1,37.6,61.95
0500000US32021,32,021,"Mineral County, Nevada",Lyon,Nevada,NV,4505,4.0     ,13.1     ,3.9     ,23.6     ,4.6     ,14.9,4.6,18.4,4.9,30.4,6.3,69.6,6.3,4,64.8,57.47
0500000US32023,32,023,"Nye County, Nevada",Mineral,Nevada,NV,46523,5.1     ,10.9     ,2.2     ,16.2     ,2.5     ,14.5,2.2,12.4,1.6,25.7,2.2,73.1,2.2,4,92.7,50.45
0500000US32027,32,027,"Pershing County, Nevada",Nye,Nevada,NV,6725,4.0     ,14.6     ,4.9     ,15.1     ,5.2     ,12.8,3.9,20.7,5.7,29.1,6.3,70.1,6.5,2,100.0,40.97
0500000US32029,32,029,"Storey County, Nevada",Pershing,Nevada,NV,4123,3.7     ,9.4     ,3.5     ,7.9     ,3.7     ,9.6,5.2,14.1,5.5,19.4,6.2,78.7,6.6,6,57.2,78.28
0500000US32031,32,031,"Washoe County, Nevada",Storey,Nevada,NV,471519,3.2     ,10.2     ,0.5     ,12.2     ,0.6     ,9.9,0.4,8.3,0.5,16.2,0.6,83.4,0.6,4,99.4,64.95
0500000US32033,32,033,"White Pine County, Nevada",Washoe,Nevada,NV,9580,3.0     ,9.4     ,3.1     ,10.9     ,3.2     ,7.2,2.4,13.5,3.3,20.2,3.4,79.7,3.4,8,96.4,50.19
0500000US32510,32,510,"Carson City, Nevada",White Pine,Nevada,NV,55916,3.9     ,10.6     ,1.3     ,13.7     ,2.1     ,12.4,1.5,11.6,1.6,20.3,1.9,79.5,1.9,4,100.0,57.28
0500000US33001,33,001,"Belknap County, New Hampshire",Belknap,New Hampshire,NH,61303,2.5     ,8.2     ,1.2     ,8.7     ,1.3     ,8.2,1.1,8.7,1.2,14.9,1.2,84.4,1.2,1,99.8,74.99
0500000US33003,33,003,"Carroll County, New Hampshire",Carroll,New Hampshire,NH,48910,2.5     ,9.8     ,1.1     ,9.6     ,1.4     ,7.8,1.3,9.3,1.2,14.8,2.0,84.6,2.0,4,98.5,125.00
0500000US33005,33,005,"Cheshire County, New Hampshire",Cheshire,New Hampshire,NH,76085,2.6     ,7.1     ,0.7     ,9.9     ,1.0     ,8.2,1.1,10.6,1.2,17.4,1.4,81.7,1.4,5,99.3,58.30
0500000US33007,33,007,"Coos County, New Hampshire",Coos,New Hampshire,NH,31563,3.2     ,8.9     ,1.1     ,12.8     ,1.5     ,13.5,1.5,15.4,1.4,23.8,1.5,75.4,1.5,4,93.2,54.21
0500000US33009,33,009,"Grafton County, New Hampshire",Grafton,New Hampshire,NH,89886,2.2     ,7.9     ,0.9     ,9.9     ,1.2     ,7.2,1.1,9.0,1.0,17.5,1.4,81.6,1.4,1,100.0,59.99
0500000US33011,33,011,"Hillsborough County, New Hampshire",Hillsborough,New Hampshire,NH,417025,2.6     ,6.4     ,0.4     ,8.1     ,0.5     ,7.9,0.4,6.7,0.4,11.4,0.5,88.2,0.5,3,100.0,54.21
0500000US33013,33,013,"Merrimack County, New Hampshire",Merrimack,New Hampshire,NH,151391,2.3     ,6.1     ,0.4     ,7.2     ,0.7     ,8.2,0.7,8.8,0.7,14.2,0.9,85.3,0.9,4,65.4,66.71
0500000US33015,33,015,"Rockingham County, New Hampshire",Rockingham,New Hampshire,NH,309769,2.7     ,4.8     ,0.4     ,4.7     ,0.4     ,3.8,0.4,5.8,0.4,9.7,0.6,90.0,0.6,4,89.1,48.99
0500000US33017,33,017,"Strafford County, New Hampshire",Strafford,New Hampshire,NH,130633,2.3     ,7.0     ,0.7     ,10.0     ,0.9     ,8.4,1.0,7.8,0.9,15.0,1.3,84.5,1.4,1,96.4,60.98
0500000US33019,33,019,"Sullivan County, New Hampshire",Sullivan,New Hampshire,NH,43146,2.3     ,7.2     ,1.2     ,10.8     ,1.9     ,9.1,1.7,11.4,1.5,19.4,1.8,80.1,1.9,6,91.5,54.21
0500000US34001,34,001,"Atlantic County, New Jersey",Atlantic,New Jersey,NJ,263670,5.1     ,9.3     ,0.5     ,14.3     ,0.8     ,14.0,0.8,11.2,0.6,18.8,0.9,80.7,0.9,2,100.0,49.98
0500000US34003,34,003,"Bergen County, New Jersey",Bergen,New Jersey,NJ,932202,2.9     ,8.3     ,0.3     ,7.0     ,0.3     ,5.1,0.3,7.9,0.3,11.1,0.4,88.6,0.4,2,100.0,64.95
