full_name,county,state,state_abr,population,unemp,health_ins,poverty,SNAP,no_comp,no_internet,home_broad,broad_num,broad_avail,broad_cost,population_bbn,price_bbn,wired_bbn,provide_bbn,all25_bbn,downave_bbn,access_bbn,slowfrac_bbn
"Pennington County, Minnesota",Pennington,Minnesota,MN,14119.0,4.6,2.8,9.8,7.7,14.0,23.2,76.7,3.0,97.0,47.96,14214.0,46.95,5.601519628535247,12.455888560574083,7.601519628535247,39.08131701139722,96.29126213592234,0.038412832418742084
"Pine County, Minnesota",Pine,Minnesota,MN,29579.0,5.5,6.4,12.6,11.6,18.3,30.0,68.8,5.0,52.0,52.45,28405.0,49.95,3.4666431966203133,9.43083964090829,4.9817285689139235,16.49260904770287,62.06477732793522,1.0
"Pipestone County, Minnesota",Pipestone,Minnesota,MN,9126.0,3.5,6.1,11.3,9.6,16.7,24.4,74.7,4.0,82.9,52.47,8540.0,39.99,5.959367681498829,13.890632318501172,7.793793911007026,41.358004683840754,99.93126463700234,0.06873536299765808
"Polk County, Minnesota",Polk,Minnesota,MN,31364.0,4.0,4.5,12.6,9.1,15.7,20.7,78.8,6.0,93.0,62.95,30812.0,48.95,2.9055887316629887,9.56273529793587,5.529696222251071,68.87761489030248,97.3582695053875,0.36674023107880055
"Pope County, Minnesota",Pope,Minnesota,MN,11249.0,3.1,3.8,7.3,7.5,15.2,25.3,73.5,7.0,67.5,68.63,9379.0,66.95,7.077726836549738,15.82695383303124,10.024842733766926,13.285687173472652,99.10566158439065,0.4139034012154814
"Ramsey County, Minnesota",Ramsey,Minnesota,MN,550321.0,3.0,5.5,14.7,12.8,9.0,15.0,84.5,5.0,99.4,63.18,471438.0,65.0,3.8287961513497,10.267437075500915,6.021506539566179,86.56002193289468,99.52034625974147,0.4226748798357366
"Red Lake County, Minnesota",Red Lake,Minnesota,MN,4055.0,5.3,3.9,9.8,9.0,15.9,24.4,74.8,3.0,100.0,52.95,4057.0,46.95,3.2516637909785553,8.877495686467833,5.251663790978555,55.22571851121518,100.0,0.14789253142716294
"Redwood County, Minnesota",Redwood,Minnesota,MN,15170.0,3.7,5.7,11.4,6.2,16.1,28.9,69.6,7.0,70.4,42.5,15031.0,39.95,4.938926219147096,15.070520923424919,8.90466369503027,13.721118355398842,99.37688776528506,0.5585124076907724
"Renville County, Minnesota",Renville,Minnesota,MN,14548.0,4.5,6.0,10.4,6.8,16.6,33.0,66.2,5.0,55.8,60.45,15962.0,39.95,5.103182558576619,15.936286179676731,9.389863425635886,16.835882094975567,99.0991730359604,1.0
"Rice County, Minnesota",Rice,Minnesota,MN,66972.0,3.1,4.5,10.7,7.2,12.0,17.3,81.9,6.0,94.6,64.96,66433.0,49.0,7.130718167175953,16.789788207667872,10.446525070371653,62.56829437177307,99.10490268390708,0.17808920265530684
"Rock County, Minnesota",Rock,Minnesota,MN,9315.0,2.3,5.3,9.7,6.3,12.1,20.8,78.6,3.0,99.7,49.97,7580.0,39.99,3.6055408970976255,12.40580474934037,7.461741424802112,58.81906596306069,100.00000000000001,0.11688654353562006
"Roseau County, Minnesota",Roseau,Minnesota,MN,15165.0,3.9,3.7,9.8,5.9,14.5,39.1,59.4,3.0,63.8,57.46,14826.0,46.95,4.46398219344395,9.431067044381491,5.463982193443949,22.32646566842034,75.36935113988939,0.2745851881829219
"St. Louis County, Minnesota",Scott,Minnesota,MN,199070.0,4.0,4.0,15.0,10.2,14.0,22.4,76.5,7.0,90.7,68.73,132566.0,44.95,7.292948418146433,14.916977203807914,9.103525790926783,75.59155243425914,99.24329013472534,0.200881070561079
"Scott County, Minnesota",Sherburne,Minnesota,MN,149013.0,2.7,3.7,5.8,4.8,5.4,10.2,89.4,4.0,65.1,54.95,100310.0,35.95,6.486053234971587,14.035629548399958,7.892074568836605,48.86959166583591,92.63241949955139,0.2955039377928422
"Sherburne County, Minnesota",Sibley,Minnesota,MN,97238.0,3.5,2.9,7.1,4.2,6.4,12.1,86.9,6.0,86.0,57.96,13695.0,44.95,4.11566265060241,14.350127783862725,8.200219058050383,17.0121745162468,97.68243884629426,1.0
"Sibley County, Minnesota",St. Louis,Minnesota,MN,14865.0,3.8,4.6,7.1,6.2,14.8,25.7,72.9,9.0,95.1,63.57,198079.0,40.0,4.218983334932022,11.333639608439057,6.187359588850911,54.620210067700256,88.57245341505156,0.6925216706465602
"Stearns County, Minnesota",Stearns,Minnesota,MN,161075.0,3.2,3.8,13.1,9.2,9.6,18.5,80.7,13.0,88.9,55.73,149099.0,34.95,6.085607549346408,15.62223757369265,8.748395361471236,62.6595893332618,96.20950509393087,0.489828905626463
"Steele County, Minnesota",Steele,Minnesota,MN,36649.0,3.2,3.5,10.1,7.4,12.4,17.7,81.7,7.0,85.2,57.53,37189.0,29.99,6.041463873726102,14.762241523031003,10.70813950361666,67.99150609051064,100.0,0.2225927021431068
"Stevens County, Minnesota",Stevens,Minnesota,MN,9805.0,2.7,2.0,15.7,6.8,12.9,21.2,78.1,4.0,98.2,69.95,9076.0,69.95,4.75,13.25,6.414830321727633,50.13092221242838,99.16483032172764,0.08516967827236668
"Swift County, Minnesota",Swift,Minnesota,MN,9266.0,4.4,4.5,13.2,9.5,18.5,26.9,72.0,4.0,90.4,68.63,8895.0,66.95,5.4858909499718935,14.525014052838674,8.635413153456998,49.766729623383924,99.96672287802137,0.24013490725126477
"Todd County, Minnesota",Todd,Minnesota,MN,24664.0,4.4,8.9,13.3,9.1,19.9,28.7,69.7,8.0,65.9,57.48,21890.0,34.95,5.2790772042028316,11.907354956601187,7.624942896299681,44.906807674737315,74.31014161717678,0.43142987665600735
"Traverse County, Minnesota",Traverse,Minnesota,MN,3259.0,3.7,2.7,11.0,10.3,15.3,25.3,73.9,4.0,61.3,64.95,3111.0,49.95,4.695596271295404,11.347798135647702,7.0,17.21388942462231,96.52201864352298,0.3477981356477017
"Wabasha County, Minnesota",Wabasha,Minnesota,MN,21627.0,3.3,5.0,6.0,4.9,12.8,18.7,80.4,7.0,77.3,63.3,22903.0,49.95,3.934724708553465,11.366240230537485,7.441121250491202,37.65265947692443,99.74470593372047,0.3035410208269659
"Wadena County, Minnesota",Wadena,Minnesota,MN,13682.0,6.2,5.9,15.3,10.3,19.9,27.0,71.8,6.0,92.7,57.97,15791.0,54.45,5.52206953327845,11.522069533278449,8.172756633525427,50.10373440567412,99.44924323982015,0.17465644987651194
"Waseca County, Minnesota",Waseca,Minnesota,MN,18612.0,3.9,3.1,9.2,8.4,12.2,17.9,81.1,3.0,71.3,54.56,19118.0,34.95,6.434355058060467,14.105502667643059,6.046029919447641,30.775099905847895,100.0,0.32885239041740766
"Washington County, Minnesota",Washington,Minnesota,MN,262440.0,2.8,3.0,4.7,4.3,5.7,9.2,90.3,6.0,98.0,59.18,283665.0,49.95,3.8824176405266777,10.322771579151464,5.733065411665168,125.73392004653377,98.30471154354609,0.2233021345601326
"Watonwan County, Minnesota",Watonwan,Minnesota,MN,10897.0,4.0,12.0,12.7,8.9,19.3,32.5,66.7,7.0,71.6,69.97,10879.0,69.99,4.934920489015535,14.763029690228882,7.332843092195974,30.156612740141554,100.0,0.43947053957165183
"Wilkin County, Minnesota",Wilkin,Minnesota,MN,6207.0,3.4,3.3,9.3,14.5,16.0,24.7,74.7,9.0,84.9,90.95,6040.0,49.95,5.946688741721854,12.928973509933774,8.847682119205299,43.509346026490064,98.24801324503312,0.34056291390728477
"Winona County, Minnesota",Winona,Minnesota,MN,50484.0,2.9,5.5,14.5,6.4,11.3,18.2,81.1,8.0,89.8,61.64,46806.0,49.95,7.83628167328975,15.73445712088194,10.18202794513524,56.066240652907744,99.97622099730802,0.2387941716873905
"Wright County, Minnesota",Wright,Minnesota,MN,138377.0,3.3,3.3,4.5,5.3,8.3,14.4,84.9,12.0,89.7,56.64,118371.0,35.95,5.55425737722922,13.448623395933126,7.1066139510522,70.66936944015004,92.53868768532834,0.48067516536989635
"Yellow Medicine County, Minnesota",Yellow Medicine,Minnesota,MN,9709.0,3.8,5.6,13.4,8.8,15.4,23.5,75.3,7.0,45.9,58.97,10646.0,49.95,4.77089986849521,14.447679879767048,8.068006763103512,38.31661469096374,100.0,0.32030809693781703
"Adams County, Mississippi",Adams,Mississippi,MS,30693.0,7.1,14.8,34.3,20.8,22.6,29.3,70.4,5.0,74.2,59.99,32334.0,35.0,8.0,15.0,9.0,46.67,97.0,0.0
"Alcorn County, Mississippi",Alcorn,Mississippi,MS,36953.0,4.7,15.3,17.1,14.9,18.2,32.7,66.7,3.0,90.6,55.0,36277.0,35.0,7.0,15.803070816219643,8.803070816219643,53.60350277035035,81.6676130881826,0.1969291837803567
"Amite County, Mississippi",Amite,Mississippi,MS,12297.0,7.0,15.1,24.3,21.0,32.3,44.1,55.3,4.0,79.1,69.95,10605.0,79.99,5.0,13.685714285714283,4.212729844413013,21.027909476661954,93.58444130127299,0.6857142857142857
"Attala County, Mississippi",Attala,Mississippi,MS,18174.0,6.2,11.1,23.1,22.2,22.5,38.1,61.6,6.0,67.7,64.17,21428.0,35.0,7.921831248833302,14.137530334142243,8.65769087175658,22.382473399290646,66.9124509986933,0.37474332648870634
"Benton County, Mississippi",Benton,Mississippi,MS,8259.0,6.1,15.9,23.4,17.0,21.8,44.9,54.8,6.0,58.4,48.74,8948.0,35.0,5.165623603039786,11.842199374161824,5.327000447027268,15.979542914617792,64.06940098345999,0.7406124273580689
"Bolivar County, Mississippi",Bolivar,Mississippi,MS,30628.0,7.0,14.6,34.6,28.3,26.0,41.9,57.8,6.0,16.6,53.33,32764.0,39.99,5.593639360273472,12.705133683310951,6.066811134171653,58.56651172018069,83.87190208765718,0.34818703455011596
"Calhoun County, Mississippi",Calhoun,Mississippi,MS,14361.0,5.5,11.9,25.1,17.4,27.1,39.3,59.5,5.0,54.5,62.5,12907.0,39.99,7.918726272565275,14.340590377314633,7.317734562640426,12.055800728286977,82.3472534283722,0.6865266909428992
"Carroll County, Mississippi",Carroll,Mississippi,MS,9947.0,6.3,8.4,14.8,8.2,23.1,37.0,62.2,3.0,34.3,54.98,8399.0,40.0,3.944398142636028,11.674842243124182,4.089177283009882,8.14411715680438,40.597690201214434,1.0
"Chickasaw County, Mississippi",Chickasaw,Mississippi,MS,17103.0,5.6,14.0,21.2,20.0,29.5,44.6,55.3,2.0,0.8,63.33,19155.0,35.0,8.000887496737144,14.836909423127121,7.672931349517098,23.21199112503263,51.26217697729052,0.5610545549464891
"Choctaw County, Mississippi",Choctaw,Mississippi,MS,8210.0,5.5,8.5,23.3,20.0,25.9,41.9,57.4,7.0,94.0,61.33,6519.0,35.0,4.476453443779721,11.95290688755944,5.077159073477527,23.527254180088967,79.48841846909035,0.1242521859180856
"Claiborne County, Mississippi",Claiborne,Mississippi,MS,8988.0,10.7,16.3,44.0,25.7,31.1,37.8,61.3,4.0,94.7,60.24,9887.0,55.0,4.361687063821179,11.196318397896226,4.669262668150096,18.99728835845049,79.41337109335491,0.16536866592495195
"Clarke County, Mississippi",Clarke,Mississippi,MS,15541.0,6.2,9.3,19.3,17.7,26.0,42.2,57.0,3.0,68.8,60.0,15480.0,55.0,4.354780361757106,10.894121447028425,4.849612403100775,12.215655038759689,67.54806201550387,0.5393410852713179
"Clay County, Mississippi",Clay,Mississippi,MS,19316.0,7.5,11.2,23.3,18.1,23.0,33.3,66.7,5.0,49.0,81.66,22062.0,35.0,4.511920950049859,11.685613271688876,4.511920950049859,35.503894932463055,69.58050040794126,0.1736923216390173
"Coahoma County, Mississippi",Coahoma,Mississippi,MS,22124.0,7.7,12.9,34.0,36.1,26.9,40.1,58.6,9.0,95.4,66.0,21749.0,55.0,5.843854889879995,14.694008919950342,6.905053105889927,45.19608441767438,91.84592395052647,0.06119821600993149
"Copiah County, Mississippi",Copiah,Mississippi,MS,28065.0,6.6,14.7,24.0,19.7,30.0,54.9,44.7,4.0,72.0,64.15,32395.0,35.0,6.634665843494366,13.584596388331533,6.536039512270412,24.08250409013737,85.5407624633431,0.3780830375057879
"Covington County, Mississippi",Covington,Mississippi,MS,18636.0,4.9,14.1,24.4,22.0,20.0,42.8,55.0,3.0,80.5,71.67,15557.0,35.0,6.372565404640998,13.745130809281996,6.372565404640998,9.65640226264704,59.861991386514106,0.37256540464099763
"DeSoto County, Mississippi",DeSoto,Mississippi,MS,184945.0,4.4,8.9,9.1,8.7,8.9,16.1,83.5,3.0,69.2,76.66,158995.0,35.0,6.781854775307399,14.918085474385988,8.737180414478443,73.22820692474606,98.97706846127238,0.1690870782100066
"Forrest County, Mississippi",Forrest,Mississippi,MS,74897.0,5.1,14.2,25.0,18.1,14.7,26.7,72.9,3.0,19.2,59.99,77986.0,35.0,7.717654450798862,15.672607903982765,8.523093888646681,39.45703626291898,91.53678865437386,0.0450465468160952
"Franklin County, Mississippi",Franklin,Mississippi,MS,7713.0,6.8,11.1,16.5,12.6,19.2,27.4,71.2,12.0,76.0,60.99,7934.0,80.0,4.225611293168641,11.6957398537938,3.8229140408369044,9.194198386690195,33.91845223090497,1.0
"George County, Mississippi",George,Mississippi,MS,24500.0,7.4,15.4,14.6,13.8,23.5,36.0,63.6,3.0,50.5,64.99,,,,,,,,
"Greene County, Mississippi",Greene,Mississippi,MS,13586.0,7.8,13.0,14.5,16.8,20.7,31.7,67.9,3.0,51.6,65.0,7181.0,55.0,4.0,10.0,5.0,4.0,15.0,1.0
"Grenada County, Mississippi",Grenada,Mississippi,MS,20758.0,5.1,12.1,24.5,12.4,20.7,36.4,63.4,10.0,85.7,55.0,21861.0,55.0,4.743881798636842,12.037692694753213,6.465212021407987,63.27663967796532,84.81775765061067,0.15818123599103426
"Hancock County, Mississippi",Hancock,Mississippi,MS,47632.0,5.6,14.4,17.9,16.6,13.9,24.6,75.3,4.0,43.0,61.65,36578.0,35.0,6.421291486685986,13.861118705232654,9.421291486685986,55.39343895237574,100.0,0.0
"Harrison County, Mississippi",Harrison,Mississippi,MS,208080.0,5.2,15.8,20.1,17.8,15.2,22.9,76.8,12.0,96.1,59.66,196605.0,35.0,6.479255359731441,14.093120724294904,9.150408178835736,66.30111538363724,99.60992853691413,0.4348922967371125
"Hinds County, Mississippi",Hinds,Mississippi,MS,231840.0,5.2,12.4,22.2,18.4,15.2,25.9,73.8,5.0,72.0,45.0,245817.0,35.0,6.848342466143514,12.966780165733045,7.860920928983755,47.538781654645526,95.04527758454459,0.657367065744029
"Holmes County, Mississippi",Holmes,Mississippi,MS,17010.0,10.3,17.5,43.6,28.7,36.6,61.4,38.4,8.0,89.7,56.66,12981.0,55.0,4.843078345273861,11.843078345273863,5.121947461674756,20.774342500577767,70.20861258762807,0.4357907711270318
"Humphreys County, Mississippi",Humphreys,Mississippi,MS,8064.0,10.1,15.4,38.1,36.2,24.3,37.7,62.1,7.0,100.0,59.58,7131.0,79.99,4.755153554901136,12.510307109802271,7.632730332351704,19.378510727808163,92.83761043331931,0.12242322254943205
"Issaquena County, Mississippi",Issaquena,Mississippi,MS,1327.0,11.3,10.4,41.7,24.4,38.8,50.8,49.2,5.0,61.8,61.97,,,,,,,,
"Itawamba County, Mississippi",Itawamba,Mississippi,MS,23390.0,4.7,11.4,15.4,11.3,18.4,29.4,70.0,3.0,45.5,54.98,28724.0,39.99,6.624112240635009,12.728867845703942,6.163138838601867,29.847233672190505,59.0076242863111,0.44057234368472364
"Jackson County, Mississippi",Jackson,Mississippi,MS,143617.0,6.0,13.5,16.0,12.6,13.5,23.5,75.8,3.0,23.7,64.98,154580.0,35.0,6.645342217621943,14.06149566567473,8.694637081123044,60.05482927933756,97.55591926510546,0.45896623107775913
"Jasper County, Mississippi",Jasper,Mississippi,MS,16383.0,6.8,13.0,23.2,19.3,27.3,52.5,45.9,3.0,48.3,76.25,17782.0,74.95,4.77887751658981,11.19784051287819,4.630750196828253,27.010479136205152,64.6494207625689,0.7428298279158699
"Jefferson County, Mississippi",Jefferson,Mississippi,MS,6990.0,15.5,16.9,49.7,32.8,32.8,38.7,61.0,5.0,74.5,59.99,6090.0,55.0,4.111822660098523,11.0,5.111822660098523,4.815669950738916,83.9871921182266,1.0
"Jefferson Davis County, Mississippi",Jefferson Davis,Mississippi,MS,11128.0,6.9,17.7,27.0,22.4,33.7,56.8,42.4,4.0,58.9,61.64,16609.0,79.99,5.440845324823891,11.772352339093263,5.7723523390932625,30.893815401288457,69.16430850743573,0.668492985730628
"Jones County, Mississippi",Jones,Mississippi,MS,68098.0,5.4,10.7,21.4,16.1,20.4,45.9,52.9,2.0,23.4,59.99,65776.0,35.0,6.644383969837022,13.376383483337387,6.747567501824374,39.304657017757236,83.35599610800291,0.3425565555825833
"Kemper County, Mississippi",Kemper,Mississippi,MS,9742.0,8.0,13.3,30.0,29.4,34.0,55.5,44.2,3.0,89.4,62.49,6900.0,39.99,3.6069565217391304,11.303478260869564,4.696521739130435,11.1812,55.721739130434784,0.3034782608695652
"Lafayette County, Mississippi",Lafayette,Mississippi,MS,54019.0,4.5,8.9,23.8,7.9,9.5,20.5,79.3,5.0,69.7,61.99,44014.0,35.0,9.239832780478938,16.239832780478938,10.406029899577408,51.77791793520244,92.5548689053483,0.07081837597128186
"Lamar County, Mississippi",Lamar,Mississippi,MS,63343.0,4.2,12.3,16.5,12.9,8.8,18.0,81.4,3.0,23.8,56.66,59463.0,35.0,6.95831020971024,15.163900240485681,7.5333905117468,56.56379849654407,95.63575668903353,0.36949027126112033
"Lauderdale County, Mississippi",Lauderdale,Mississippi,MS,74125.0,5.5,12.3,21.8,16.9,19.5,34.2,65.6,6.0,88.9,67.5,81159.0,35.0,5.008119863477863,11.976724700895772,4.692430907231484,39.29496654714819,86.39996796411981,0.41004694488596466
"Lawrence County, Mississippi",Lawrence,Mississippi,MS,12586.0,6.8,13.7,19.4,13.9,29.5,56.3,42.8,7.0,94.1,61.37,8715.0,35.0,5.060240963855422,11.060240963855422,6.0,12.06839357429719,60.510040160642575,0.3534136546184739
"Leake County, Mississippi",Leake,Mississippi,MS,22786.0,5.5,15.8,25.9,16.9,27.5,45.1,54.8,1.0,9.8,55.0,25788.0,35.0,5.876841941988522,12.315262912982783,7.570032573289901,25.4084225221033,72.51698464402048,0.3574918566775244
"Lee County, Mississippi",Lee,Mississippi,MS,85436.0,4.4,11.6,15.9,12.6,16.5,26.7,72.9,2.0,51.2,75.0,81707.0,35.0,8.087287502906728,14.444441724699232,7.006229576413282,53.16848042395389,89.17232305677605,0.42286462604183245
"Leflore County, Mississippi",Leflore,Mississippi,MS,28183.0,7.5,15.8,39.2,22.0,39.3,58.7,40.8,2.0,47.0,69.99,31190.0,40.0,6.980410387944855,15.622122475152294,8.130169926258416,18.87229400448862,91.08848990060918,0.18893876242385382
"Lincoln County, Mississippi",Lincoln,Mississippi,MS,34153.0,5.6,13.1,22.0,14.9,25.4,43.0,56.4,2.0,15.0,79.99,31373.0,35.0,6.582156631498422,14.081758199725877,7.789946769515188,21.380983010869222,91.51537946642017,0.24980078411372836
"Lowndes County, Mississippi",Lowndes,Mississippi,MS,58595.0,5.3,12.7,22.1,18.5,16.4,29.7,70.0,3.0,55.1,72.48,60282.0,35.0,6.757937692843635,14.024418566072791,6.653130287648056,60.649481105470954,90.15901927606915,0.3936830231246475
"Madison County, Mississippi",Madison,Mississippi,MS,106272.0,4.4,7.1,10.9,8.2,8.8,17.9,81.8,3.0,19.4,66.66,93247.0,35.0,7.192606732656278,13.475704312203074,8.145430952202215,82.30134588780335,96.401632224093,0.06499941016869175
"Marion County, Mississippi",Marion,Mississippi,MS,24573.0,5.5,15.0,28.9,19.3,26.6,48.0,50.9,4.0,45.2,63.75,26305.0,79.99,4.342482417791294,11.768637141227902,5.013723626686942,10.869143128682762,64.3500095038966,0.3287587911043528
"Marshall County, Mississippi",Marshall,Mississippi,MS,35294.0,5.7,15.4,18.3,14.2,20.2,43.0,55.6,3.0,56.7,61.65,39370.0,35.0,7.789814579629159,15.685623571247142,9.19253238506477,79.15293218186436,75.05709931419864,0.15816611633223265
"Monroe County, Mississippi",Monroe,Mississippi,MS,35252.0,5.5,11.3,18.0,15.7,24.9,35.7,63.7,10.0,98.2,62.1,38662.0,35.0,7.866354560033107,14.599994826961876,8.615462210956494,36.647302001965755,79.52226992912938,0.5952097666959805
"Montgomery County, Mississippi",Montgomery,Mississippi,MS,9775.0,6.0,9.3,27.3,19.2,25.7,34.9,64.3,5.0,91.0,65.15,12117.0,35.0,6.444994635635884,13.444994635635885,7.08500453907733,54.022973508294136,74.46513163324256,0.19501526780556244
"Neshoba County, Mississippi",Neshoba,Mississippi,MS,29118.0,5.9,12.0,23.7,19.5,20.4,37.5,61.7,5.0,92.9,65.0,32412.0,39.99,7.0,12.999999999999998,7.534308280883623,17.67237381216833,75.72778600518326,0.23284585955818832
"Newton County, Mississippi",Newton,Mississippi,MS,21018.0,5.5,11.4,26.1,13.1,21.2,39.0,60.7,5.0,60.9,71.82,15283.0,39.99,6.277759602172348,13.15945822155336,5.678662566250081,8.279258653405744,48.14473598115553,0.9999999999999999
"Noxubee County, Mississippi",Noxubee,Mississippi,MS,10417.0,7.3,15.7,29.5,29.4,29.9,48.7,51.2,2.0,6.3,57.48,8624.0,79.99,3.829777365491651,11.829777365491651,5.4893320964749535,11.826294063079777,83.53153988868274,0.1702226345083488
"Oktibbeha County, Mississippi",Oktibbeha,Mississippi,MS,49587.0,5.6,10.7,30.0,14.3,13.2,25.9,73.4,4.0,83.6,65.99,46261.0,35.0,11.500940316897601,19.45273556559521,11.591210739067465,61.0523825684702,91.15425520416765,0.08977324312055511
"Panola County, Mississippi",Panola,Mississippi,MS,34192.0,6.6,12.9,20.9,17.5,25.3,45.4,53.4,7.0,55.7,86.68,33495.0,35.0,6.36256157635468,14.782116733840873,8.545245559038662,23.9999973130318,85.62149574563368,0.5185251530079117
"Pearl River County, Mississippi",Pearl River,Mississippi,MS,55535.0,5.2,14.0,16.1,16.6,13.7,26.7,72.6,6.0,74.6,52.99,57050.0,35.0,7.972410166520596,15.972410166520596,10.486205083260298,66.72337072743208,99.4862050832603,0.22806310254163015
"Perry County, Mississippi",Perry,Mississippi,MS,11973.0,6.7,15.1,18.7,18.2,22.2,34.8,64.5,3.0,41.7,44.95,11394.0,66.95,5.0,12.236089169738458,3.3345620502018605,34.31858697560119,22.921362120414255,0.33456205020186064
"Pike County, Mississippi",Pike,Mississippi,MS,39288.0,6.5,14.3,33.8,18.8,28.0,48.1,51.6,7.0,77.5,66.66,44352.0,55.0,4.1093299062049065,12.115643037518037,6.815002705627705,62.153697691197685,81.02408008658008,0.5105068542568542
"Pontotoc County, Mississippi",Pontotoc,Mississippi,MS,32174.0,4.3,16.2,19.2,15.5,21.3,40.4,59.5,4.0,67.6,63.75,24264.0,35.0,11.007542037586546,18.638600395647874,10.867334322453015,21.37795623145401,64.6973293768546,0.1844708209693373
"Prentiss County, Mississippi",Prentiss,Mississippi,MS,25126.0,4.9,12.6,23.6,18.5,25.2,32.1,67.5,3.0,73.5,68.56,19456.0,39.99,6.807514391447368,14.730520148026315,5.846011513157895,23.746996299342108,67.30520148026315,0.038497121710526314
"Quitman County, Mississippi",Quitman,Mississippi,MS,6792.0,8.2,18.7,35.5,34.2,30.0,47.0,52.7,4.0,77.1,49.98,6918.0,55.0,3.444203527030934,11.822781150621566,3.444203527030934,8.99149465163342,67.67664064758601,1.0
"Rankin County, Mississippi",Rankin,Mississippi,MS,155271.0,3.9,8.8,8.2,6.8,10.0,19.1,80.6,2.0,50.9,65.0,138974.0,35.0,7.710917149970498,14.098637155151321,9.063889648423446,57.8247039014492,96.88651114596975,0.2796638220098724
"Scott County, Mississippi",Scott,Mississippi,MS,28124.0,4.5,15.9,29.0,16.0,26.0,45.5,54.2,3.0,26.8,60.0,28800.0,39.99,7.107881944444444,13.46982638888889,7.726979166666666,19.65458923611111,77.33274305555555,0.6285763888888889
"Sharkey County, Mississippi",Sharkey,Mississippi,MS,4321.0,8.4,19.6,25.9,36.0,30.6,38.4,61.6,6.0,87.1,59.99,4564.0,55.0,5.191498685363716,11.92199824715162,4.46099912357581,6.424693251533742,45.65249780893952,1.0
"Simpson County, Mississippi",Simpson,Mississippi,MS,26658.0,5.2,13.4,24.9,19.8,26.3,44.1,55.6,5.0,71.5,76.49,27758.0,35.0,6.940053317962388,13.863823042005906,7.4610562720657105,10.53026586929894,83.70491389869586,0.7964190503638591
"Smith County, Mississippi",Smith,Mississippi,MS,15916.0,5.2,11.5,16.9,10.4,22.7,50.0,49.2,1.0,68.4,75.0,14189.0,39.99,6.755373881175558,13.314046092043132,6.576502924800902,56.39412009302981,64.36669250828106,0.7375431672422299
"Stone County, Mississippi",Stone,Mississippi,MS,18336.0,6.6,13.4,17.1,17.0,18.9,29.4,69.5,5.0,55.9,63.98,21054.0,35.0,7.22884012539185,15.22884012539185,9.316804407713498,44.03652797568158,98.24935879167855,0.0
"Sunflower County, Mississippi",Sunflower,Mississippi,MS,25110.0,8.9,16.3,31.5,33.8,23.4,42.3,56.8,2.0,86.1,60.0,21620.0,39.99,7.493894542090658,15.762164662349678,7.200092506938021,22.008147086031457,85.95217391304348,0.4617021276595745
"Tallahatchie County, Mississippi",Tallahatchie,Mississippi,MS,13809.0,5.8,11.2,30.6,29.2,31.5,49.5,49.4,5.0,98.6,49.95,12832.0,55.0,3.226543017456359,12.475763715710722,3.392300498753117,9.4333658042394,63.24781795511222,1.0
"Tate County, Mississippi",Tate,Mississippi,MS,28321.0,5.6,11.9,19.7,17.0,18.2,31.2,68.0,5.0,55.9,61.66,29176.0,35.0,6.136482040032904,13.961200987112695,7.724122566493008,33.102403687962706,86.90074033452152,0.5043186180422266
"Tippah County, Mississippi",Tippah,Mississippi,MS,22015.0,5.1,11.8,19.7,16.9,21.6,39.3,60.3,5.0,57.7,66.66,18645.0,39.99,6.527433628318583,14.470689192813088,6.640922499329578,39.02507052829177,89.31059265218558,0.05674443550549745
"Tishomingo County, Mississippi",Tishomingo,Mississippi,MS,19383.0,5.1,14.0,17.8,12.8,22.3,35.3,64.0,5.0,95.6,59.98,18900.0,39.99,7.086084656084656,14.835978835978835,6.086084656084656,18.674972486772486,58.19095238095238,0.8561375661375662
"Tunica County, Mississippi",Tunica,Mississippi,MS,9632.0,6.2,14.6,21.9,29.9,17.6,35.3,64.6,2.0,78.2,61.66,11007.0,55.0,3.8770782229490326,12.456255110384301,5.877078222949033,62.850422458435546,78.17497955846281,0.12292177705096756
"Union County, Mississippi",Union,Mississippi,MS,28815.0,4.2,11.4,15.6,12.9,21.0,34.6,64.9,7.0,79.7,70.13,27993.0,35.0,6.5961847604758335,12.722716393384061,5.876647733361913,26.035492087307542,75.34194262851427,0.40699460579430574
"Walthall County, Mississippi",Walthall,Mississippi,MS,14286.0,7.3,18.0,27.7,17.4,30.5,51.7,48.1,6.0,92.8,55.0,12837.0,80.0,3.0,11.0,3.0,19.63,27.0,0.0
"Warren County, Mississippi",Warren,Mississippi,MS,45381.0,6.0,12.8,20.6,15.6,19.1,27.6,71.6,4.0,28.6,73.65,48264.0,29.95,8.324486159456324,15.324486159456324,9.324486159456324,47.39217035471574,98.67551384054369,0.0
"Washington County, Mississippi",Washington,Mississippi,MS,43909.0,7.6,18.2,33.3,29.4,24.3,37.6,62.3,3.0,13.9,62.5,49800.0,40.0,7.074979919678715,15.46987951807229,7.9122088353413655,44.139811646586345,95.7506827309237,0.2217871485943775
"Wayne County, Mississippi",Wayne,Mississippi,MS,20183.0,6.1,10.2,22.0,19.8,22.2,37.9,62.0,2.0,8.9,59.99,17962.0,35.0,7.68088186170805,14.521322792562074,8.521322792562076,37.4970081282708,81.69190513305868,0.15955906914597484
